sessionID,page_name,customerID,ageCategory,gender,date,qtheme,qsubtheme,qtopic
3978201,mijn_online_trainingen,2049283, 30-39, V, 2015-08-31, 41, 28377, 28503
7514219,mijn_online_trainingen,2008657, 50-65, M, 2015-07-14, 41, 22992, 24762
21840560,taken,1270898, 30-39, V, 2015-08-24, 41, 28369, 28610
21840560,taken,1270898, 30-39, V, 2015-08-24, 41, 28369, 28610
15415468,foutopgetreden.html,2086738, 40-49, M, 2015-08-31, 23066, 20323, 7095
1632239,taken,943429, 18-29, V, 2015-09-02, 41, 20312, 28705
3698854,mijn_online_trainingen,373199, 40-49, V, 2015-08-21, 41, 28377, 28503
3306701,inschrijven,2027247, 18-29, V, 2015-08-21, 41, 28861, 28896
19029283,mijn_online_trainingen,2105942, 30-39, V, 2015-11-01, 41, 28379, 28827
16750316,taken,1774398, 50-65, M, 2015-07-21, 41, 1265, 5816
22488374,mijn_bewijs_van_inschrijving,2042765, 30-39, V, 2015-11-02, 41, 28378, 5564
879858,taken,1046226, 40-49, V, 2015-08-26, 41, 28378, 5564
29577296,mijn_werkmap,2047271, 18-29, V, 2015-08-19, 51, 25981, 14063
11235739,mijn_online_trainingen,2018048, 40-49, M, 2015-07-16, 41, 28377, 28503
19554236,mijn_online_trainingen,2096575, 40-49, V, 2015-11-03, 41, 28377, 28503
16880905,inschrijven,1574402, 50-65, V, 2015-08-20, 41, 20312, 28705
20310012,mijn_online_trainingen,516667, 30-39, M, 2015-11-01, 41, 28379, 29015
8008077,mijn_werkmap,1916976, 50-65, V, 2015-08-28, 41, 28379, 28452
19830914,taken,2016747, 30-39, M, 2015-07-27, 41, 28379, 28452
5977596,wijziging_doorgeven,2018842, 50-65, V, 2015-08-28, 41, 28375, 7796
2212881,taken,905067, 30-39, V, 2015-11-02, 41, 28379, 28827
3121844,wijziging_doorgeven,1612935, 50-65, M, 2015-07-14, 41, 1275, 27290
24875533,taken,2038026, 18-29, V, 2015-08-28, 41, 28377, 10585
24291827,mijn_online_trainingen,409274, 18-29, V, 2015-07-27, 41, 28379, 28452
29687625,mijn_berichten,2024531, 18-29, M, 2015-08-26, 41, 28379, 28452
4014012,wijziging_doorgeven,2039856, 50-65, M, 2015-08-20, 41, 28379, 28521
13772864,wijziging_doorgeven,2056073, 18-29, V, 2015-08-31, 41, 28379, 28452
18431621,mijn_online_trainingen,1027108, 30-39, M, 2015-07-14, 41, 9547, 9552
10416746,mijn_berichten,2032533, 40-49, V, 2015-08-28, 41, 28379, 28452
10237262,inschrijven,2075658, 50-65, V, 2015-11-03, 41, 28377, 28503
30053314,mijn_bewijs_van_inschrijving,2004380, 50-65, V, 2015-11-02, 41, 28377, 28503
27900153,wijziging_doorgeven,2042904, 40-49, V, 2015-08-28, 41, 28861, 28864
30037148,mijn_online_trainingen,102663, 50-65, V, 2015-09-01, 41, 28380, 10567
23868579,foutopgetreden.html,2071112, 40-49, V, 2015-08-25, 23066, 26241, 7094
13772864,wijziging_doorgeven,2056073, 18-29, V, 2015-08-31, 41, 28377, 28503
3030633,home,1176828, 40-49, V, 2015-11-02, 41, 20312, 28705
29145420,inschrijven,2036866, 40-49, V, 2015-09-01, 41, 9838, 24466
29145420,inschrijven,2036866, 40-49, V, 2015-09-01, 41, 9838, 24466
24480112,taken,122969, 50-65, M, 2015-11-02, 41, 28370, 22167
3080617,mijn_werkmap,1243293, 40-49, V, 2015-09-02, 41, 28379, 28520
28229547,taken,2059979, 50-65, M, 2015-08-24, 41, 28370, 22167
9336031,taken,2041431, 30-39, V, 2015-09-01, 41, 28379, 28947
24291827,mijn_online_trainingen,409274, 18-29, V, 2015-07-27, 41, 20319, 23743
23897867,mijn_online_trainingen,2052584, 50-65, V, 2015-11-02, 41, 28379, 29015
3122498,mijn_online_trainingen,519658, 18-29, M, 2015-11-03, 41, 28377, 28503
1658982,mijn_online_trainingen,2058530, 40-49, V, 2015-09-01, 41, 28379, 29015
6637994,mijn_bewijs_van_inschrijving,1745670, 50-65, V, 2015-08-31, 41, 15159, 10585
11352547,taken,220700, 18-29, M, 2015-09-02, 41, 28379, 28825
18828230,mijn_online_trainingen,2035573, 40-49, V, 2015-08-25, 41, 20315, 5786
15531124,mijn_online_trainingen,2060292, 40-49, M, 2015-11-01, 41, 28379, 28521
1849343,mijn_berichten,249078, 30-39, V, 2015-09-01, 41, 28379, 28947
15531124,mijn_online_trainingen,2060292, 40-49, M, 2015-11-02, 41, 28379, 28521
13772864,wijziging_doorgeven,2056073, 18-29, V, 2015-08-31, 41, 28861, 5790
23608797,mijn_online_trainingen,2110505, 50-65, M, 2015-10-30, 41, 28379, 28895
19029283,mijn_online_trainingen,2105942, 30-39, V, 2015-11-01, 41, 28379, 28825
9336031,taken,2041431, 30-39, V, 2015-09-01, 41, 28379, 28947
29058724,mijn_online_trainingen,2034146, 50-65, V, 2015-08-31, 41, 28861, 5790
17489187,taken,1681059, 50-65, M, 2015-08-28, 41, 20319, 23743
30891828,taken,495749, 40-49, V, 2015-09-01, 41, 28379, 28829
30891828,taken,495749, 40-49, V, 2015-09-01, 41, 28379, 28829
15085609,taken,188352, 40-49, V, 2015-11-02, 41, 28379, 28521
15085609,taken,188352, 40-49, V, 2015-11-02, 41, 28379, 28521
15415468,foutopgetreden.html,2086738, 40-49, M, 2015-08-31, 23066, 26241, 7094
3698854,mijn_online_trainingen,373199, 40-49, V, 2015-08-21, 41, 28379, 28521
23868579,foutopgetreden.html,2071112, 40-49, V, 2015-08-25, 23066, 26245, 10785
19076324,taken,2074790, 40-49, V, 2015-11-02, 41, 28379, 28444
23868579,foutopgetreden.html,2071112, 40-49, V, 2015-08-31, 41, 11448, 23078
16194385,mijn_berichten,1949533, 40-49, M, 2015-08-19, 41, 1890, 28540
3299470,mijn_werkmap,2065173, 50-65, V, 2015-11-02, 41, 28379, 28452
22488374,mijn_bewijs_van_inschrijving,2042765, 30-39, V, 2015-11-02, 41, 28380, 29061
22488374,mijn_bewijs_van_inschrijving,2042765, 30-39, V, 2015-11-02, 41, 28353, 28304
3306701,inschrijven,2027247, 18-29, V, 2015-08-21, 41, 28861, 8374
23868579,foutopgetreden.html,2071112, 40-49, V, 2015-08-25, 41, 28370, 28460
25944631,taken,1626781, 50-65, M, 2015-08-21, 41, 28369, 28548
24480112,taken,122969, 50-65, M, 2015-11-02, 41, 28369, 28548
12115247,mijn_online_trainingen,2040420, 18-29, V, 2015-08-24, 41, 20312, 11530
15596034,taken,1568475, 40-49, M, 2015-08-31, 41, 1275, 5875
18386471,inschrijven,8014, 40-49, M, 2015-08-31, 41, 28377, 28503
18991597,wijziging_doorgeven,1311616, 30-39, M, 2015-08-20, 41, 28861, 28896
2017050,mijn_berichten,2041205, 30-39, M, 2015-09-01, 41, 28377, 28503
18647863,mijn_online_trainingen,918483, 30-39, V, 2015-08-24, 41, 28370, 28460
906197,foutopgetreden.html,1070663, 50-65, V, 2015-11-02, 41, 28379, 28828
21156606,taken,2031676, 30-39, V, 2015-07-15, 41, 20320, 28597
7108291,taken,217783, 50-65, V, 2015-08-20, 41, 15159, 10585
26251978,mijn_online_trainingen,2050997, 40-49, V, 2015-09-02, 41, 28379, 28826
4999501,mijn_online_trainingen,2091152, 50-65, V, 2015-11-03, 41, 28369, 28548
775006,mijn_online_trainingen,2044269, 50-65, V, 2015-11-03, 41, 28861, 23343
22483783,mijn_online_trainingen,2059222, 30-39, V, 2015-09-01, 22619, 22620, 22633
5977596,wijziging_doorgeven,2018842, 50-65, V, 2015-08-28, 41, 28379, 28946
6791971,mijn_online_trainingen,2046394, 50-65, V, 2015-11-01, 41, 28379, 28946
22217855,mijn_berichten,2031366, 40-49, V, 2015-08-26, 41, 28378, 5564
22068887,taken,2001050, 50-65, V, 2015-08-25, 41, 11479, 26282
20310012,mijn_online_trainingen,516667, 30-39, M, 2015-11-01, 41, 28379, 28825
28191178,inschrijven,2098998, 18-29, V, 2015-11-01, 41, 28379, 28825
30111835,mijn_bewijs_van_inschrijving,1600831, 50-65, M, 2015-11-02, 41, 28379, 28825
30111835,mijn_bewijs_van_inschrijving,1600831, 50-65, M, 2015-11-02, 41, 28379, 28825
16251396,mijn_werkmap,923929, 18-29, V, 2015-11-01, 41, 28378, 28518
10416746,mijn_berichten,2032533, 40-49, V, 2015-08-28, 41, 28377, 28503
410380,taken,2098481, 40-49, M, 2015-11-02, 41, 9838, 24466
4720819,mijn_online_trainingen,463450, 40-49, V, 2015-11-02, 25658, 25575, 25581
4720819,mijn_online_trainingen,463450, 40-49, V, 2015-11-02, 41, 20312, 28705
23868579,foutopgetreden.html,2071112, 40-49, V, 2015-08-25, 41, 20314, 28238
15596034,taken,1568475, 40-49, M, 2015-08-27, 41, 15159, 11672
1168328,taken,2040119, 40-49, V, 2015-08-19, 41, 28379, 28974
28191178,inschrijven,2098998, 18-29, V, 2015-11-01, 41, 28379, 28974
9932259,mijn_cv,2067723, 50-65, V, 2015-11-02, 41, 28379, 28974
9932259,mijn_cv,2067723, 50-65, V, 2015-11-02, 41, 28379, 28974
9932259,mijn_cv,2067723, 50-65, V, 2015-11-02, 41, 28379, 28974
9932259,mijn_cv,2067723, 50-65, V, 2015-11-02, 41, 28379, 28974
9932259,mijn_cv,2067723, 50-65, V, 2015-11-02, 41, 28379, 28974
9932259,mijn_cv,2067723, 50-65, V, 2015-11-02, 41, 28379, 28974
12681496,taken,2014479, 30-39, M, 2015-09-01, 23066, 26241, 7094
30277757,wijziging_doorgeven,2108688, 50-65, M, 2015-11-02, 41, 28370, 28460
17489187,taken,1681059, 50-65, M, 2015-08-28, 41, 28370, 28460
26649377,mijn_berichten,918608, 30-39, V, 2015-08-28, 41, 28369, 28548
26649377,mijn_berichten,918608, 30-39, V, 2015-08-28, 41, 28369, 28548
26649377,mijn_berichten,918608, 30-39, V, 2015-08-28, 41, 28369, 28548
29058724,mijn_online_trainingen,2034146, 50-65, V, 2015-08-28, 41, 10217, 25962
7593150,mijn_online_trainingen,1009903, 40-49, M, 2015-10-30, 41, 1275, 10101
29682874,home,168291, 50-65, V, 2015-08-27, 41, 26784, 26784
28306952,home,892662, 50-65, V, 2015-10-30, 41, 20315, 23343
28306952,home,892662, 50-65, V, 2015-10-30, 41, 20315, 23343
28306952,home,892662, 50-65, V, 2015-10-30, 41, 20315, 23343
28434762,home,2057162, 50-65, M, 2015-11-02, 41, 11476, 5623
28434762,home,2057162, 50-65, M, 2015-11-02, 41, 11476, 5623
28434762,home,2057162, 50-65, M, 2015-11-02, 41, 11476, 5623
28434762,home,2057162, 50-65, M, 2015-11-02, 41, 11476, 5623
28434762,home,2057162, 50-65, M, 2015-11-02, 41, 11476, 5623
28434762,home,2057162, 50-65, M, 2015-11-02, 41, 11476, 5623
28434762,home,2057162, 50-65, M, 2015-11-02, 41, 11476, 5623
28434762,home,2057162, 50-65, M, 2015-11-02, 41, 11476, 5623
28434762,home,2057162, 50-65, M, 2015-11-02, 41, 11476, 5623
9336031,taken,2041431, 30-39, V, 2015-09-01, 41, 28379, 28450
25329634,taken,2052611, 50-65, V, 2015-09-01, 41, 28379, 28450
20734348,mijn_online_trainingen,2014537, 30-39, V, 2015-08-31, 41, 28379, 28452
2764247,wijziging_doorgeven,2016959, 50-65, V, 2015-11-02, 41, 28379, 28853
19076324,taken,2074790, 40-49, V, 2015-11-02, 41, 28378, 25959
15825649,taken,1222022, 18-29, V, 2015-08-21, 41, 28379, 28452
23054279,mijn_online_trainingen,2029791, 30-39, V, 2015-09-01, 41, 28379, 28444
23054279,mijn_online_trainingen,2029791, 30-39, V, 2015-09-01, 41, 28379, 28450
15596034,taken,1568475, 40-49, M, 2015-08-27, 41, 1275, 9709
2017050,mijn_berichten,2041205, 30-39, M, 2015-09-01, 41, 28379, 28521
8498936,mijn_bewijs_van_inschrijving,2076648, 30-39, V, 2015-11-02, 41, 28377, 28503
8498936,mijn_bewijs_van_inschrijving,2076648, 30-39, V, 2015-11-03, 41, 28377, 28503
7593150,mijn_online_trainingen,1009903, 40-49, M, 2015-10-30, 41, 11130, 28485
20975723,wijziging_doorgeven,2057493, 50-65, V, 2015-11-02, 41, 28379, 29015
23608797,mijn_online_trainingen,2110505, 50-65, M, 2015-11-03, 41, 28377, 28503
21118113,mijn_berichten,2035401, 50-65, M, 2015-11-05, 41, 28377, 28503
5670435,wijziging_doorgeven,1976087, 50-65, M, 2015-08-24, 41, 15159, 11672
2537560,wijziging_doorgeven,1653450, 50-65, M, 2015-10-30, 41, 20312, 28705
7132793,home,2033716, 50-65, V, 2015-08-26, 41, 28377, 28704
22483783,mijn_online_trainingen,2059222, 30-39, V, 2015-09-01, 22619, 22658, 22667
27422834,mijn_berichten,1613303, 50-65, M, 2015-11-02, 41, 28379, 28825
26789609,mijn_online_trainingen,2015558, 40-49, M, 2015-08-25, 41, 28376, 28221
23054279,mijn_online_trainingen,2029791, 30-39, V, 2015-09-01, 41, 28378, 29011
20975723,wijziging_doorgeven,2057493, 50-65, V, 2015-11-02, 41, 28861, 28897
7132793,home,2033716, 50-65, V, 2015-11-01, 41, 28379, 28444
12926746,inschrijven,2099773, 18-29, M, 2015-11-02, 41, 28861, 28865
4395150,foutopgetreden.html,2076546, 50-65, M, 2015-11-03, 23066, 26241, 7094
21531116,inschrijven,2021699, 50-65, M, 2015-09-02, 26951, 10293, 27170
3080617,mijn_werkmap,1243293, 40-49, V, 2015-09-02, 41, 20315, 11516
27213692,mijn_berichten,2087796, 50-65, M, 2015-11-01, 41, 28379, 28974
27422834,mijn_berichten,1613303, 50-65, M, 2015-11-02, 41, 28379, 28852
17404876,mijn_online_trainingen,2083257, 50-65, M, 2015-11-02, 41, 28378, 5924
18629247,mijn_berichten,2037205, 50-65, V, 2015-11-03, 22619, 22669, 22677
30037148,mijn_online_trainingen,102663, 50-65, V, 2015-09-01, 41, 28378, 5564
24480112,taken,122969, 50-65, M, 2015-11-02, 41, 1261, 5805
27422834,mijn_berichten,1613303, 50-65, M, 2015-11-02, 41, 28379, 29015
3869073,mijn_berichten,1999204, 50-65, V, 2015-08-26, 41, 11479, 24475
10229023,mijn_werkmap,1628854, 50-65, V, 2015-11-03, 41, 28378, 5564
8904447,mijn_berichten,373837, 50-65, M, 2015-11-03, 41, 26814, 23199
12156292,mijn_online_trainingen,2034968, 50-65, M, 2015-11-02, 41, 9838, 24466
16251396,mijn_werkmap,923929, 18-29, V, 2015-11-01, 41, 28379, 28830
24480112,taken,122969, 50-65, M, 2015-11-02, 41, 28379, 28452
10237262,inschrijven,2075658, 50-65, V, 2015-11-03, 41, 28379, 28452
8904447,mijn_berichten,373837, 50-65, M, 2015-11-03, 41, 28378, 25959
26649377,mijn_berichten,918608, 30-39, V, 2015-08-28, 41, 28377, 28704
26649377,mijn_berichten,918608, 30-39, V, 2015-08-28, 41, 28377, 28704
26649377,mijn_berichten,918608, 30-39, V, 2015-08-28, 41, 28377, 28704
29058724,mijn_online_trainingen,2034146, 50-65, V, 2015-08-31, 41, 1206, 28898
20834432,inschrijven,1873301, 30-39, M, 2015-08-31, 41, 28379, 28452
17549303,mijn_online_trainingen,24764, 18-29, V, 2015-11-03, 41, 11480, 11536
3364338,mijn_online_trainingen,2134243, 18-29, M, 2015-11-03, 41, 28369, 28548
28434762,home,2057162, 50-65, M, 2015-11-02, 41, 11476, 7825
28434762,home,2057162, 50-65, M, 2015-11-02, 41, 11476, 7825
28434762,home,2057162, 50-65, M, 2015-11-02, 41, 11476, 7825
28434762,home,2057162, 50-65, M, 2015-11-02, 41, 11476, 7825
28434762,home,2057162, 50-65, M, 2015-11-02, 41, 11476, 7825
28434762,home,2057162, 50-65, M, 2015-11-02, 41, 11476, 7825
28434762,home,2057162, 50-65, M, 2015-11-02, 41, 11476, 7825
28434762,home,2057162, 50-65, M, 2015-11-02, 41, 11476, 7825
28434762,home,2057162, 50-65, M, 2015-11-02, 41, 11476, 7825
20123400,home,1706294, 40-49, V, 2015-08-20, 41, 28369, 28548
17549303,mijn_online_trainingen,24764, 18-29, V, 2015-11-03, 41, 10217, 25962
4999501,mijn_online_trainingen,2091152, 50-65, V, 2015-11-02, 41, 28369, 28548
31059974,mijn_berichten,593416, 40-49, M, 2015-11-02, 41, 28379, 28945
13251158,mijn_online_trainingen,2095112, 50-65, V, 2015-11-02, 41, 28370, 28460
14001865,mijn_werkmap,2133944, 40-49, V, 2015-11-01, 41, 28369, 28548
3013197,taken,1704723, 30-39, V, 2015-11-02, 41, 28379, 28947
7593150,mijn_online_trainingen,1009903, 40-49, M, 2015-10-30, 41, 20327, 27688
9497907,mijn_werkmap,524959, 18-29, M, 2015-11-02, 41, 28379, 29014
6791971,mijn_online_trainingen,2046394, 50-65, V, 2015-09-01, 41, 28379, 28895
1553345,taken,1600761, 50-65, M, 2015-11-03, 41, 9838, 12024
1553345,taken,1600761, 50-65, M, 2015-11-03, 41, 9838, 12024
7593150,mijn_online_trainingen,1009903, 40-49, M, 2015-10-30, 41, 26784, 26784
7593150,mijn_online_trainingen,1009903, 40-49, M, 2015-10-30, 41, 1275, 9709
